# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 1 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-GEOD-48850
# Timestamp: Sat, 29-Jun-2024 15:01:02
Gene ID	Gene Name	'papillary thyroid carcinoma' vs 'normal' .foldChange	'papillary thyroid carcinoma' vs 'normal'.pValue
ENSG00000241741	RPL7AP30	-0.1	0.898292170392611
ENSG00000241749	RPSAP52	3.5	3.13413462600667E-4
ENSG00000241755	IGKV1-9	0.6	0.713239862300293
ENSG00000241764	ENSG00000241764	0.7	0.348407724369762
ENSG00000241769	LINC00893	-1.3	0.0563583469790827
ENSG00000241770	ENSG00000241770	0.5	0.677870899666761
ENSG00000241782	ENSG00000241782	-0.6	0.620058005971291
ENSG00000241837	ATP5PO	-0.1	0.763768143831837
ENSG00000241839	PLEKHO2	-1.1	0.011679112006792
ENSG00000241852	C8orf58	0.2	0.789087588032339
ENSG00000241859	ANOS2P	-0.1	0.972905219826997
ENSG00000241878	PISD	0.4	0.283098254349632
ENSG00000241889	ENSG00000241889	0.3	0.794480686946478
ENSG00000241935	HOGA1	-0.7	0.637701227583474
ENSG00000241945	PWP2	0.1	0.968045764422937
ENSG00000241962	ENSG00000241962	0.2	0.853559941865472
ENSG00000241973	PI4KA	0.3	0.289036012876016
ENSG00000241975	ELOCP19	-0.2	0.832218002532695
ENSG00000241978	ENSG00000241978	-0.5	0.542134149502623
ENSG00000241985	WWTR1-IT1	-0.7	0.589203593747838
ENSG00000241990	PRR34-AS1	0.8	0.364809348249267
ENSG00000242028	HYPK	-0.8	0.141734108355481
ENSG00000242048	ENSG00000242048	1.6	0.230347404633558
ENSG00000242060	RPS3AP49	-0.4	0.793216671663965
ENSG00000242071	RPL7AP6	0.2	0.722254180337881
ENSG00000242076	IGKV1-33	0.2	0.89314636087206
ENSG00000242082	SLC5A4-AS1	0.6	0.741575242670667
ENSG00000242085	RPS20P33	-0.3	0.83462447319391
ENSG00000242086	MUC20-OT1	-0.9	0.139402561365036
ENSG00000242104	LINC02618	0.7	0.62736785667704
ENSG00000242110	AMACR	0.9	0.183607865245503
ENSG00000242114	MTFP1	0.7	0.33000730532789
ENSG00000242125	SNHG3	-0.3	0.746914427386712
ENSG00000242142	SERBP1P3	-0.6	0.714002532723467
ENSG00000242193	CRYZL2P	0.8	0.164456321596778
ENSG00000242220	TCP10L	-0.2	0.861849587080953
ENSG00000242242	NECTIN3-AS1	0.2	0.839013477289699
ENSG00000242244	ATP5MC1P3	-0.4	0.751621259470886
ENSG00000242247	ARFGAP3	-0.4	0.219357939365499
ENSG00000242252	BGLAP	-0.7	0.489530831121786
ENSG00000242258	LINC00996	0.4	0.814579335556356
ENSG00000242259	C22orf39	-0.4	0.106343412372893
ENSG00000242265	PEG10	-0.9	0.257720695411402
ENSG00000242267	SKINT1L	0.3	0.833042244797666
ENSG00000242268	LINC02082	1.9	0.109996655601928
ENSG00000242282	ENSG00000242282	-0.5	0.229158238138366
ENSG00000242294	STAG3L5P	-0.2	0.85612036782756
ENSG00000242299	ENSG00000242299	-0.1	0.931727527272859
ENSG00000242337	INHCAP	-0.5	0.696036244063679
ENSG00000242338	BMS1P4	0.1	0.956026312800564
ENSG00000242353	RPL12P30	-1.6	0.0729736938826594
ENSG00000242371	IGKV1-39	0.2	0.906579860950653
ENSG00000242372	EIF6	0.3	0.253493447975226
ENSG00000242412	DBIL5P2	-0.7	0.522897333241257
ENSG00000242419	PCDHGC4	1.9	0.0605207819129659
ENSG00000242445	RPL7AP11	0.5	0.642467892395002
ENSG00000242472	IGHJ5	0.5	0.762239378272484
ENSG00000242474	ENSG00000242474	-0.2	0.831229228497013
ENSG00000242477	ENSG00000242477	0.1	0.875786369168884
ENSG00000242485	MRPL20	0.2	0.4293163501339
ENSG00000242498	ARPIN	0.4	0.376500962308773
ENSG00000242516	LINC00960	0.5	0.746591161676973
ENSG00000242534	IGKV2D-28	0.6	0.678510471290398
ENSG00000242553	ENSG00000242553	-0.4	0.774537041654209
ENSG00000242571	RPL21P11	-1.7	0.0795004155833704
ENSG00000242574	HLA-DMB	0.8	0.202684093065155
ENSG00000242580	IGKV1D-43	-0.3	0.87984383615164
ENSG00000242588	ENSG00000242588	-0.8	0.0870831362980342
ENSG00000242600	MBL1P	0.5	0.649900655149301
ENSG00000242607	RPS3AP34	-1.4	0.203773700737511
ENSG00000242611	ENSG00000242611	-0.8	0.529100067414774
ENSG00000242615	ENSG00000242615	0.4	0.50766305044744
ENSG00000242622	ENSG00000242622	-0.2	0.787858714215396
ENSG00000242628	ENSG00000242628	0.8	0.490394743437166
ENSG00000242659	ENSG00000242659	0.3	0.853852822422921
ENSG00000242686	PDE6B-AS1	-0.6	0.698849208444405
ENSG00000242715	CCDC169	0.7	0.572671677417544
ENSG00000242732	RTL5	0.5	0.535425518589443
ENSG00000242748	RPL23AP81	-1.3	0.2245017238454
ENSG00000242759	LINC00882	-0.5	0.662111645818327
ENSG00000242766	IGKV1D-17	0.5	0.75771014092034
ENSG00000242767	ZBTB20-AS4	0.2	0.927886352160974
ENSG00000242779	ZNF702P	0.3	0.691699920815632
ENSG00000242791	ENSG00000242791	0.2	0.931943738989693
ENSG00000242797	GLYCTK-AS1	-0.1	0.964951160802109
ENSG00000242798	ENSG00000242798	-0.7	0.414308356436708
ENSG00000242802	AP5Z1	0.1	0.710865051434149
ENSG00000242852	ZNF709	-0.3	0.737543052901474
ENSG00000242861	ENSG00000242861	0.1	0.742419034971855
ENSG00000242866	STRC	0.1	0.979335288443601
ENSG00000242882	RPL5P11	-0.5	0.529033910620224
ENSG00000242899	RPL7P16	-0.1	0.961964795903401
ENSG00000242950	ERVW-1	0.1	0.951265106827379
ENSG00000242951	ENSG00000242951	0.2	0.916184176995424
ENSG00000242960	FTH1P23	-0.1	0.940965368261782
ENSG00000243004	ENSG00000243004	1.5	0.20634774214054
ENSG00000243024	ENSG00000243024	-0.4	0.734783614335594
ENSG00000243055	GK-AS1	-0.7	0.67562883401571
ENSG00000243056	EIF4EBP3	-0.3	0.365598655635415
ENSG00000243063	IGKV3-7	0.1	0.96390851341652
ENSG00000243064	ABCC13	0.8	0.584001060388726
ENSG00000243069	ARHGEF26-AS1	1.1	0.0359337762159219
ENSG00000243107	ENSG00000243107	-0.3	0.789200923214851
ENSG00000243144	ENSG00000243144	1.3	0.179134272216603
ENSG00000243147	MRPL33	0.2	0.549433609204658
ENSG00000243155	ENSG00000243155	-0.3	0.707147941761078
ENSG00000243156	MICAL3	-0.5	0.369978194318847
ENSG00000243199	ENSG00000243199	0.3	0.538622285540826
ENSG00000243224	ENSG00000243224	-0.6	0.528238873003831
ENSG00000243225	ENSG00000243225	-0.8	0.638044332051333
ENSG00000243230	ENSG00000243230	-0.5	0.730043392918385
ENSG00000243232	PCDHAC2	1.9	0.0377183969557742
ENSG00000243234	ENSG00000243234	0.4	0.811047910290121
ENSG00000243238	IGKV2-30	0.4	0.778334659530648
ENSG00000243243	ENSG00000243243	-1.6	0.0183924518462116
ENSG00000243244	STON1	-0.4	0.525380571354466
ENSG00000243264	IGKV2D-29	0.5	0.758718503130048
ENSG00000243279	PRAF2	0.8	0.107880189311302
ENSG00000243290	IGKV1-12	0.3	0.844554119254866
ENSG00000243302	ENSG00000243302	-0.5	0.455965341167908
ENSG00000243304	ENSG00000243304	-0.2	0.868145820270483
ENSG00000243312	ENSG00000243312	0.2	0.832374261116365
ENSG00000243323	PTPRVP	-0.5	0.631922209672777
ENSG00000243335	KCTD7	-0.3	0.456977707618452
ENSG00000243339	RN7SL738P	0.2	0.881792640479407
ENSG00000243355	ENSG00000243355	0.1	0.976496189920319
ENSG00000243364	EFNA4	0.3	0.54186062499539
ENSG00000243368	MCCC1-AS1	-0.5	0.688320735453135
ENSG00000243389	ENSG00000243389	-0.4	0.753764165701094
ENSG00000243404	RPL35AP32	0.1	0.973836824729269
ENSG00000243406	MRPS31P5	-0.2	0.869612711731215
ENSG00000243415	ENSG00000243415	-0.4	0.613804132702379
ENSG00000243422	RPL23AP49	1.5	0.151550565774727
ENSG00000243433	ENSG00000243433	0.4	0.791993707500326
ENSG00000243444	ENSG00000243444	-0.5	0.647585410381815
ENSG00000243445	ENSG00000243445	1.6	0.209509092385159
ENSG00000243449	C4orf48	2.2	0.00355915706686295
ENSG00000243466	IGKV1-5	0.4	0.816093083857328
ENSG00000243477	NAA80	0.3	0.581842377598138
ENSG00000243504	RPS23P1	-1.1	0.3287700852
ENSG00000243517	ENSG00000243517	-0.3	0.792046232780904
ENSG00000243543	WFDC6	-1.5	0.254780096027294
ENSG00000243554	ENSG00000243554	-0.1	0.898292170392611
ENSG00000243629	LINC00880	-0.1	0.970410142793398
ENSG00000243642	RN7SL526P	-0.2	0.829292439135203
ENSG00000243646	IL10RB	0.2	0.77492860247214
ENSG00000243649	CFB	1.6	0.108030279543023
ENSG00000243650	RN7SL834P	-0.3	0.809055544390187
ENSG00000243659	ENSG00000243659	0.3	0.765613126546365
ENSG00000243660	ZNF487	-0.6	0.0228363646740464
ENSG00000243667	WDR92	-0.1	0.798678217699467
ENSG00000243678	NME2	0.5	0.0536376523576086
ENSG00000243679	ENSG00000243679	-0.6	0.112809648872642
ENSG00000243696	ENSG00000243696	-0.7	0.467413322375423
ENSG00000243697	ENSG00000243697	-0.5	0.734476180181757
ENSG00000243701	DUBR	-0.6	0.35996808168882
ENSG00000243708	PLA2G4B	-0.4	0.746914427386712
ENSG00000243710	CFAP57	-0.4	0.623468720566778
ENSG00000243716	NPIPB5	-0.3	0.758097667718877
ENSG00000243725	TTC4	-0.2	0.613482288059422
ENSG00000243738	RN7SL181P	0.6	0.643623197549457
ENSG00000243746	EEF1A1P10	-0.1	0.977609751968921
ENSG00000243749	TMEM35B	0.4	0.24452556657856
ENSG00000243753	HLA-L	0.2	0.915570355187691
ENSG00000243759	ST13P15	0.3	0.696257136009435
ENSG00000243789	JMJD7	-0.9	0.439272440238677
ENSG00000243795	LINC02044	0.5	0.644183081784453
ENSG00000243811	APOBEC3D	0.1	0.934074238508541
ENSG00000243819	RN7SL832P	-1.0	0.0241156706440208
ENSG00000243829	ENSG00000243829	0.1	0.920962012862593
ENSG00000243859	RPL5P17	-0.2	0.645946177759453
ENSG00000243896	OR2A7	-1.5	0.0762084963649419
ENSG00000243910	TUBA4B	0.2	0.89631584910175
ENSG00000243927	MRPS6	0.1	0.87984383615164
ENSG00000243943	ZNF512	0.1	0.841771036898535
ENSG00000243955	GSTA1	2.0	0.0989126266727422
ENSG00000243960	ENSG00000243960	-0.6	0.607218890414253
ENSG00000243970	PPIEL	-1.2	0.204976836143722
ENSG00000243978	RTL9	-0.6	0.445211237114256
ENSG00000244005	NFS1	0.3	0.732586773835581
ENSG00000244020	MT1HL1	-1.7	0.0559995191645288
ENSG00000244026	FAM86DP	0.9	0.0155627462305877
ENSG00000244040	IL12A-AS1	3.0	8.32194831657092E-5
ENSG00000244045	TMEM199	0.3	0.466439449368297
ENSG00000244052	RPL5P24	-0.4	0.758223306966509
ENSG00000244055	ENSG00000244055	-0.2	0.821155933105811
ENSG00000244061	ENSG00000244061	-1.1	0.427427174607926
ENSG00000244073	RPS4XP6	-0.1	0.92921507064233
ENSG00000244119	PDCL3P4	-0.9	0.0660056183596868
ENSG00000244124	ATP1B3-AS1	-1.3	0.294930324076376
ENSG00000244151	ENSG00000244151	-0.1	0.917228989469674
ENSG00000244153	WWP1P1	-0.8	0.066250552897165
ENSG00000244157	EIF4E2P2	-0.5	0.69613475391001
ENSG00000244161	FLNB-AS1	-1.0	0.269713525454683
ENSG00000244165	P2RY11	0.3	0.609181693067192
ENSG00000244184	ENSG00000244184	0.2	0.872638662969112
ENSG00000244187	TMEM141	0.1	0.917520348848653
ENSG00000244198	ARHGEF35-AS1	-1.4	0.066250552897165
ENSG00000244218	RN7SL81P	-0.5	0.724089243176458
ENSG00000244219	TMEM225B	0.5	0.354548678903113
ENSG00000244227	LRRC77P	0.7	0.504440129002051
ENSG00000244242	IFITM10	0.5	0.748638609551946
ENSG00000244245	ENSG00000244245	0.2	0.847379297520093
ENSG00000244256	RN7SL130P	1.4	0.300740582880243
ENSG00000244274	DBNDD2	-0.2	0.793216671663965
ENSG00000244280	ECEL1P2	-1.5	0.256403079891285
ENSG00000244300	GATA2-AS1	0.1	0.807566336422498
ENSG00000244313	ENSG00000244313	-0.1	0.806963755374787
ENSG00000244349	ENSG00000244349	-0.8	0.263166362767768
ENSG00000244357	RN7SL145P	-0.3	0.838821051671049
ENSG00000244363	RPL7P23	0.5	0.691070283471877
ENSG00000244383	FAM3D-AS1	0.5	0.672203384209624
ENSG00000244398	ENSG00000244398	-0.2	0.811133163956376
ENSG00000244405	ETV5	1.8	0.00758225552914507
ENSG00000244425	RN7SL268P	-0.2	0.857910711672801
ENSG00000244459	ENSG00000244459	0.4	0.752170346610706
ENSG00000244462	RBM12	-0.5	0.120431025821429
ENSG00000244471	ENSG00000244471	0.8	0.434574114099603
ENSG00000244479	OR2A1-AS1	-0.4	0.812431179238227
ENSG00000244482	LILRA6	0.8	0.556864348975957
ENSG00000244486	SCARF2	-0.6	0.517611338804478
ENSG00000244503	ENSG00000244503	-1.6	0.209564810587147
ENSG00000244509	APOBEC3C	0.3	0.647578812812553
ENSG00000244513	ENSG00000244513	0.1	0.888245934441452
ENSG00000244515	KRT18P34	0.3	0.771834512047756
ENSG00000244538	ENSG00000244538	-0.9	0.466543885703701
ENSG00000244541	LINC01213	-0.1	0.970099904886626
ENSG00000244556	ODCP	0.6	0.607218890414253
ENSG00000244558	KCNK15-AS1	0.4	0.771230682909169
ENSG00000244560	ENSG00000244560	-1.0	0.0966504928522739
ENSG00000244573	RPL30P11	-1.1	0.361008837577993
ENSG00000244575	IGKV1-27	0.3	0.845749876441593
ENSG00000244586	WNT5A-AS1	0.9	0.173554245678822
ENSG00000244607	CCDC13	-1.1	0.138760649357098
ENSG00000244620	ENSG00000244620	0.1	0.955117025969026
ENSG00000244625	MIATNB	0.4	0.498668565938799
ENSG00000244627	TPTEP2	0.1	0.872482422992667
ENSG00000244668	SNRPCP3	-1.5	0.0118915732290414
ENSG00000244675	ENSG00000244675	0.1	0.897467629603084
ENSG00000244682	FCGR2C	0.1	0.976048233553741
ENSG00000244691	RPL10AP1	0.1	0.918208577934689
ENSG00000244694	PTCHD4	3.3	3.9137799714855E-4
ENSG00000244699	ENSG00000244699	1.4	0.171409095009054
ENSG00000244701	ENSG00000244701	-0.1	0.958879753650656
ENSG00000244716	ENSG00000244716	-0.4	0.767562556492756
ENSG00000244720	NT5C3AP2	-0.8	0.554570223285007
ENSG00000244723	ASLP1	-0.2	0.87510044339465
ENSG00000244731	C4A	0.3	0.831417541744148
ENSG00000244733	ENSG00000244733	-0.3	0.687076265782489
ENSG00000244734	HBB	-1.5	0.0255462235458825
ENSG00000244752	CRYBB2	-0.9	0.333068204952541
ENSG00000244754	N4BP2L2	-0.5	0.144204202750704
ENSG00000244879	GABPB1-AS1	-0.2	0.714923794158339
ENSG00000244926	ALKBH3-AS1	0.2	0.825420205584731
ENSG00000244932	ENSG00000244932	0.2	0.915970291781997
ENSG00000244945	RUFY1-AS1	-0.9	0.217572842104146
ENSG00000244953	ENSG00000244953	-1.6	0.120913552225593
ENSG00000244968	LIFR-AS1	-0.4	0.728286098552966
ENSG00000245017	LINC02453	-0.4	0.67086858407354
ENSG00000245025	ENSG00000245025	-0.5	0.618534562539006
ENSG00000245059	ENSG00000245059	-1.3	0.0562171880384775
ENSG00000245060	LINC00847	0.8	0.285326622414317
ENSG00000245067	IGFBP7-AS1	0.3	0.811291038572896
ENSG00000245105	A2M-AS1	-0.5	0.289281265717537
ENSG00000245146	MALINC1	0.3	0.617437552841681
ENSG00000245148	ARAP1-AS2	-1.3	0.230347404633558
ENSG00000245149	RNF139-AS1	-0.5	0.387459620824547
ENSG00000245156	ENSG00000245156	-0.9	0.368017062305574
ENSG00000245164	LINC00861	0.4	0.817740668845339
ENSG00000245205	EEF1A1P4	0.1	0.953588381183165
ENSG00000245213	ENSG00000245213	1.4	0.0232616407095888
ENSG00000245248	USP2-AS1	-1.2	0.0346947102617933
ENSG00000245275	SAP30L-AS1	0.3	0.655458389076392
ENSG00000245281	ENSG00000245281	-0.3	0.616951048603568
ENSG00000245293	CYP2U1-AS1	-1.0	0.402476404348503
ENSG00000245317	ENSG00000245317	0.4	0.509747550585594
ENSG00000245322	H2AZ1-DT	-0.2	0.912690319319213
ENSG00000245330	ENSG00000245330	-1.1	0.0662684637294855
ENSG00000245384	CXXC4-AS1	-0.1	0.976048233553741
ENSG00000245468	LINC02447	-0.3	0.530334889364736
ENSG00000245479	LINC01585	-0.9	0.514435820074679
ENSG00000245498	ENSG00000245498	-0.2	0.881160257633775
ENSG00000245522	LINC02709	-0.2	0.849772933954728
ENSG00000245532	NEAT1	-0.5	0.55114960534047
ENSG00000245534	RORA-AS1	-0.6	0.506213632052818
ENSG00000245552	ENSG00000245552	-0.2	0.832696958175972
ENSG00000245556	SCAMP1-AS1	0.1	0.836491184332266
ENSG00000245571	FAM111A-DT	0.6	0.360628387710032
ENSG00000245573	BDNF-AS	-0.1	0.897764767636218
ENSG00000245598	DACT3-AS1	-0.3	0.815781966930516
ENSG00000245614	DDX11-AS1	-0.1	0.952655627335421
ENSG00000245648	KLRK1-AS1	-0.2	0.907201713026167
ENSG00000245651	ENSG00000245651	0.6	0.696570214522851
ENSG00000245685	FRG1-DT	-0.4	0.660884832404367
ENSG00000245694	CRNDE	1.9	0.0263636611333231
ENSG00000245711	NADK2-AS1	-1.0	0.214241052179893
ENSG00000245719	ENSG00000245719	0.2	0.906726848477974
ENSG00000245748	ENSG00000245748	-1.0	0.446394332159644
ENSG00000245750	DRAIC	0.2	0.89129972097893
ENSG00000245768	ENSG00000245768	-0.1	0.931528487167592
ENSG00000245812	LINC02202	-0.4	0.677037240841787
ENSG00000245848	CEBPA	-0.1	0.906609064743584
ENSG00000245849	RAD51-AS1	-0.5	0.39128372187752
ENSG00000245869	ENSG00000245869	0.1	0.962042910987067
ENSG00000245888	NSMCE1-DT	-0.1	0.911649951078939
ENSG00000245904	ENSG00000245904	0.6	0.580630864399869
ENSG00000245910	SNHG6	0.1	0.914154483811242
ENSG00000245954	LINC02273	0.4	0.805165356617555
ENSG00000245958	SEPTIN7P14	-0.6	0.195803847339541
ENSG00000245970	ENSG00000245970	-0.5	0.434418206339119
ENSG00000245975	ENSG00000245975	-0.8	0.124473182957242
ENSG00000246067	RAB30-DT	-0.8	0.0738477510362273
ENSG00000246082	NUDT16L2P	-0.7	0.0166809677722801
ENSG00000246089	ENSG00000246089	-0.2	0.580607945268061
ENSG00000246090	ENSG00000246090	-1.3	0.0224482360819791
ENSG00000246100	LINC00900	1.2	0.122689550446515
ENSG00000246115	SUPT4H1P2	0.5	0.686959956136351
ENSG00000246145	RRS1-AS1	-2.1	0.00563351828777576
ENSG00000246174	KCTD21-AS1	-0.2	0.804411011449128
ENSG00000246203	ENSG00000246203	0.1	0.894149839441
ENSG00000246214	ENSG00000246214	0.3	0.807899926133367
ENSG00000246223	LINC01550	-0.7	0.267620740939827
ENSG00000246250	ENSG00000246250	-0.4	0.804411011449128
ENSG00000246263	UBR5-AS1	-0.2	0.50766305044744
ENSG00000246273	SBF2-AS1	-0.2	0.698459302541091
ENSG00000246308	ENSG00000246308	-0.7	0.345901630042042
ENSG00000246323	ENSG00000246323	-0.1	0.910456660563157
ENSG00000246331	ENSG00000246331	-0.1	0.934049299263679
ENSG00000246334	PRR7-AS1	0.5	0.692355467092927
ENSG00000246339	EXTL3-AS1	-0.5	0.663924932424987
ENSG00000246350	ENSG00000246350	0.4	0.761509443048445
ENSG00000246366	LACTB2-AS1	0.6	0.557491290120182
ENSG00000246375	PPM1K-DT	0.3	0.849248519880908
ENSG00000246379	ENSG00000246379	1.5	0.124076257426973
ENSG00000246394	ZNF84-DT	0.3	0.863545109284069
ENSG00000246451	ENSG00000246451	-0.6	0.478082473806301
ENSG00000246465	ENSG00000246465	-0.2	0.838037379999032
ENSG00000246477	ENSG00000246477	-0.6	0.567593737508358
ENSG00000246523	FZD4-DT	-0.1	0.907906450905237
ENSG00000246526	LINC02481	1.3	0.203023789538076
ENSG00000246548	LINC02288	1.1	0.17077887368858
ENSG00000246560	UBE2D3-AS1	-0.1	0.873324102477673
ENSG00000246575	ENSG00000246575	0.6	0.440487559774906
ENSG00000246582	ENSG00000246582	1.2	0.122232853530828
ENSG00000246596	ENSG00000246596	-0.8	0.161227073243958
ENSG00000246640	PICART1	0.3	0.672203384209624
ENSG00000246705	H2AJ	0.9	0.2245017238454
ENSG00000246731	MGC16275	-0.6	0.23847623045116
ENSG00000246740	PLA2G4E-AS1	-1.1	0.210131385560741
ENSG00000246763	RGMB-AS1	0.3	0.77693530650347
ENSG00000246777	ENSG00000246777	-0.1	0.868988102709805
ENSG00000246792	ENSG00000246792	-0.7	0.43574378228707
ENSG00000246851	ENSG00000246851	-0.9	0.562773794846181
ENSG00000246859	STARD4-AS1	0.6	0.662649485675768
ENSG00000246889	ENSG00000246889	-0.6	0.276607785862017
ENSG00000246898	LINC00920	0.8	0.103759989237108
ENSG00000246922	UBAP1L	-1.0	0.128306729514668
ENSG00000246985	SOCS2-AS1	0.7	0.295302635228163
ENSG00000247077	PGAM5	0.5	0.134746317713368
ENSG00000247081	BAALC-AS1	-0.2	0.683249907688992
ENSG00000247092	SNHG10	-0.4	0.447812954648111
ENSG00000247095	MIR210HG	-1.2	0.116957628873087
ENSG00000247121	ENSG00000247121	0.1	0.752864952113206
ENSG00000247131	ENSG00000247131	-0.3	0.825033383823075
ENSG00000247134	ENSG00000247134	0.9	0.169942919849857
ENSG00000247137	ENSG00000247137	-0.9	0.0619062951745324
ENSG00000247157	LINC01252	0.1	0.910979377705814
ENSG00000247193	ENSG00000247193	-0.4	0.686176350556245
ENSG00000247240	UBL7-AS1	0.2	0.748200462103522
ENSG00000247271	ZBED5-AS1	0.2	0.844062873681704
ENSG00000247287	ENSG00000247287	0.1	0.911264772555871
ENSG00000247311	ENSG00000247311	-2.2	0.0349122988818591
ENSG00000247315	ZCCHC3	0.1	0.489001907017057
ENSG00000247317	LY6E-DT	0.7	0.543991024641742
ENSG00000247324	ENSG00000247324	-0.1	0.943861875220683
ENSG00000247363	ENSG00000247363	0.5	0.541353291252728
ENSG00000247373	TMED2-DT	-0.2	0.825033383823075
ENSG00000247400	DNAJC3-DT	-0.7	0.0630669242341888
ENSG00000247416	ENSG00000247416	-1.3	0.196764595296311
ENSG00000247498	GPRC5D-AS1	-0.1	0.877800664344984
ENSG00000247516	MIR4458HG	0.1	0.962725989240398
ENSG00000247572	CKMT2-AS1	-0.1	0.915537007503257
ENSG00000247595	SPTY2D1OS	-0.8	0.303358209787804
ENSG00000247596	TWF2	0.5	0.350095326709047
ENSG00000247626	MARS2	0.6	0.170563592287959
ENSG00000247627	MTND4P12	0.2	0.916411540380062
ENSG00000247675	LRP4-AS1	3.2	8.64978280553249E-4
ENSG00000247679	ENSG00000247679	-0.2	0.77719073703626
ENSG00000247728	ENSG00000247728	-0.2	0.930238529059786
ENSG00000247735	ENSG00000247735	0.5	0.594860196568665
ENSG00000247746	USP51	-0.8	0.0192107502036189
ENSG00000247774	PCED1B-AS1	0.7	0.617465523172222
ENSG00000247796	ENSG00000247796	0.4	0.557908423722322
ENSG00000247809	NR2F2-AS1	-1.1	0.186268899662306
ENSG00000247853	ENSG00000247853	-0.6	0.56458399675565
ENSG00000247877	ENSG00000247877	-0.3	0.817354335462093
ENSG00000247903	ENSG00000247903	0.3	0.698948292248144
ENSG00000247925	ENSG00000247925	0.6	0.68648848796472
ENSG00000247934	ENSG00000247934	-0.7	0.0389187249508565
ENSG00000247950	SEC24B-AS1	-0.4	0.197166939340363
ENSG00000247970	ENSG00000247970	-0.4	0.777029574312513
ENSG00000247982	LINC00926	-0.2	0.919577980903492
ENSG00000248008	NRAV	-0.1	0.883027443912524
ENSG00000248015	ENSG00000248015	-0.4	0.700504464597283
ENSG00000248027	ARHGAP42-AS1	-0.1	0.950929744990504
ENSG00000248049	UBA6-AS1	0.2	0.663748228373758
ENSG00000248050	ENSG00000248050	-0.5	0.742419034971855
ENSG00000248079	DPH6-DT	-0.4	0.671741353247734
ENSG00000248092	NNT-AS1	0.5	0.482592962612734
ENSG00000248098	BCKDHA	0.3	0.677870899666761
ENSG00000248099	INSL3	1.4	0.227886620621861
ENSG00000248100	ENSG00000248100	-1.4	0.199556503718562
ENSG00000248121	SMURF2P1	0.1	0.913187822431086
ENSG00000248124	RRN3P1	-0.7	0.288660801736031
ENSG00000248144	ADH1C	-0.9	0.482241247160271
ENSG00000248159	HSPA8P11	-0.4	0.712633918493199
ENSG00000248161	ENSG00000248161	-0.1	0.927491267867727
ENSG00000248174	LINC02268	-0.8	0.580445880263137
ENSG00000248180	GAPDHP60	-0.3	0.860931580292827
ENSG00000248187	ENSG00000248187	-0.5	0.760269629477906
ENSG00000248210	LINC02355	0.1	0.935982949733838
ENSG00000248213	CICP16	-0.3	0.792406680479804
ENSG00000248222	SLIT3-AS1	-0.3	0.744105435544451
ENSG00000248240	ENSG00000248240	0.3	0.833400659439031
ENSG00000248254	ENSG00000248254	-0.8	0.435043535824292
ENSG00000248256	OCIAD1-AS1	0.2	0.878851353662685
ENSG00000248275	TRIM52-AS1	-0.4	0.171410304077578
ENSG00000248278	SUMO2P17	0.3	0.846256135962388
ENSG00000248290	TNXA	-0.2	0.922890112669764
ENSG00000248309	MEF2C-AS1	-0.7	0.397585475480932
ENSG00000248323	LUCAT1	-0.9	0.429109758375659
ENSG00000248333	CDK11B	0.2	0.322190329093984
ENSG00000248334	WHAMMP2	-0.5	0.299485714465705
ENSG00000248360	LINC00504	0.3	0.851620613242267
ENSG00000248367	ENSG00000248367	-0.5	0.302187208351253
ENSG00000248371	LINC02056	0.2	0.914885551052066
ENSG00000248375	ENSG00000248375	-0.8	0.556846884557945
ENSG00000248383	PCDHAC1	0.8	0.53228993808268
ENSG00000248388	ENSG00000248388	-0.3	0.793976702785965
ENSG00000248405	PRR5-ARHGAP8	-1.0	0.274903700967237
ENSG00000248409	ENSG00000248409	-1.0	0.471215838210516
ENSG00000248429	FAM198B-AS1	-0.2	0.87510044339465
ENSG00000248441	LINC01197	-0.7	0.414397392870183
ENSG00000248445	SEMA6A-AS1	-0.1	0.881647319369029
ENSG00000248449	PCDHGB8P	0.1	0.907989784448727
ENSG00000248468	ENSG00000248468	-0.7	0.527740473400086
ENSG00000248476	BACH1-IT1	-0.7	0.515363783412638
ENSG00000248479	ENSG00000248479	0.6	0.68589148364523
ENSG00000248483	POU5F2	-0.3	0.840948622760065
ENSG00000248485	PCP4L1	1.3	0.143186896456934
ENSG00000248487	ABHD14A	0.4	0.307260597389436
ENSG00000248489	LINC02062	-0.2	0.868535922861331
ENSG00000248494	LNX1-AS2	-0.5	0.710460675432151
ENSG00000248503	ENSG00000248503	-0.5	0.613482288059422
ENSG00000248508	SRP14-AS1	-0.1	0.825116853651043
ENSG00000248514	ENSG00000248514	-0.1	0.977705574524574
ENSG00000248515	ENSG00000248515	-0.3	0.897062619544618
ENSG00000248522	SBF1P1	-0.6	0.399716868653
ENSG00000248527	MTATP6P1	0.7	0.20067793620103
ENSG00000248538	ENSG00000248538	1.8	0.0528148756535507
ENSG00000248540	ENSG00000248540	-0.1	0.96590108591195
ENSG00000248544	ENSG00000248544	-0.2	0.928527464736792
ENSG00000248546	ANP32C	0.1	0.88482056056009
ENSG00000248554	C5orf34-AS1	0.2	0.901909430005347
ENSG00000248557	ENSG00000248557	-0.5	0.592576104462343
ENSG00000248559	ENSG00000248559	0.1	0.910413475672018
